timestamp,machine_id,operator_id,engine_hours,fuel_used_L,load_cycles,idling_time_min,seatbelt_status,proximity_distance_m,safety_alert,task_id,task_type,task_duration_actual,login_device_id,login_location,data_signature_valid,firmware_version
2026-09-13 12:45:00,LDR001,OP1003,2299.1,18567.9,2735,8.7,Fastened,19.3,No,TASK-OP1003-0002,Digging,176.3,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-13 12:45:00,EXC001,OP1004,2233.8,5842.3,4320,8.4,Fastened,14.4,No,TASK-OP1004-0002,Loading,45.9,TAB-1004-A,South Quarry - Zone 2,True,v2.3.1
2026-09-13 13:30:00,EXC001,OP1001,2217.3,5567.3,4281,9.4,Fastened,17.3,No,TASK-OP1001-0003,Grading,62.1,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-13 13:30:00,EXC002,OP1002,1350.0,7280.2,2863,9.1,Fastened,21.7,No,TASK-OP1002-0004,Digging,70.3,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-13 13:30:00,LDR001,OP1003,2299.9,18587.3,2736,4.4,Fastened,20.1,No,TASK-OP1003-0003,Grading,67.9,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-13 13:30:00,EXC001,OP1004,2234.7,5861.7,4324,10.2,Fastened,12.4,No,TASK-OP1004-0002,Loading,45.9,TAB-1004-A,South Quarry - Zone 2,True,v2.3.1
2026-09-13 14:15:00,EXC001,OP1001,2218.2,5588.6,4283,5.2,Fastened,13.7,No,TASK-OP1001-0003,Grading,62.1,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-13 14:15:00,EXC002,OP1002,1351.0,7301.8,2865,3.5,Fastened,16.8,No,TASK-OP1002-0004,Digging,70.3,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-13 14:15:00,LDR001,OP1003,2300.7,18605.1,2738,6.3,Fastened,21.9,No,TASK-OP1003-0003,Grading,67.9,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-13 14:15:00,EXC001,OP1004,2235.9,5882.7,4325,7.8,Fastened,26.8,No,TASK-OP1004-0003,Digging,69.0,TAB-1004-A,South Quarry - Zone 2,True,v2.3.1
2026-09-13 15:00:00,EXC001,OP1001,2219.0,5603.8,4286,3.4,Fastened,18.3,No,TASK-OP1001-0004,Digging,87.5,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-13 15:00:00,EXC002,OP1002,1352.0,7320.5,2868,7.0,Fastened,21.9,No,TASK-OP1002-0004,Digging,70.3,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-13 15:00:00,LDR001,OP1003,2301.7,18625.6,2739,3.9,Fastened,16.7,No,TASK-OP1003-0003,Grading,67.9,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-13 15:00:00,EXC001,OP1004,2236.9,5896.2,4327,3.0,Fastened,15.7,No,TASK-OP1004-0003,Digging,69.0,TAB-1004-A,South Quarry - Zone 2,True,v2.3.1
2026-09-13 15:45:00,EXC001,OP1001,2220.2,5621.5,4289,1.5,Fastened,19.1,No,TASK-OP1001-0004,Digging,87.5,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-13 15:45:00,EXC002,OP1002,1352.9,7335.9,2870,4.6,Fastened,17.3,No,TASK-OP1002-0005,Transport,28.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-13 15:45:00,LDR001,OP1003,2302.8,18640.0,2740,4.8,Fastened,12.1,No,TASK-OP1003-0003,Grading,67.9,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-13 15:45:00,EXC001,OP1004,2237.8,5917.5,4328,6.3,Fastened,16.0,No,TASK-OP1004-0003,Digging,69.0,TAB-1004-A,South Quarry - Zone 2,True,v2.3.1
2026-09-13 16:30:00,EXC001,OP1001,2221.2,5642.3,4293,3.2,Fastened,17.1,No,TASK-OP1001-0004,Digging,87.5,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-13 16:30:00,EXC002,OP1002,1353.7,7355.0,2871,2.7,Fastened,13.2,No,TASK-OP1002-0005,Transport,28.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-13 16:30:00,LDR001,OP1003,2303.8,18657.8,2741,6.9,Fastened,19.0,No,TASK-OP1003-0003,Grading,67.9,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-13 16:30:00,EXC001,OP1004,2238.7,5932.0,4329,1.3,Fastened,18.3,No,TASK-OP1004-0003,Digging,69.0,TAB-1004-A,South Quarry - Zone 2,True,v2.3.1
2026-09-13 17:15:00,EXC001,OP1001,2222.2,5656.9,4297,3.2,Fastened,23.6,No,TASK-OP1001-0005,Loading,44.8,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-13 17:15:00,EXC002,OP1002,1354.9,7375.6,2872,8.4,Fastened,23.4,No,TASK-OP1002-0005,Transport,28.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-13 17:15:00,LDR001,OP1003,2304.8,18675.6,2744,6.0,Fastened,17.1,No,TASK-OP1003-0003,Grading,67.9,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-13 17:15:00,EXC001,OP1004,2239.7,5952.7,4331,2.8,Fastened,19.9,No,TASK-OP1004-0003,Digging,69.0,TAB-1004-A,South Quarry - Zone 2,True,v2.3.1
2026-09-13 18:00:00,EXC001,OP1001,2223.2,5671.1,4299,5.0,Fastened,14.8,No,TASK-OP1001-0005,Loading,44.8,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-13 18:00:00,EXC002,OP1002,1355.8,7392.5,2874,5.8,Fastened,22.0,No,TASK-OP1002-0005,Transport,28.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-13 18:00:00,LDR001,OP1003,2305.7,18690.3,2746,1.8,Fastened,16.3,No,TASK-OP1003-0004,Loading,70.2,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-13 18:00:00,EXC001,OP1004,2240.9,5972.8,4335,3.2,Unfastened,24.2,Yes,TASK-OP1004-0004,Loading,81.9,TAB-1004-A,South Quarry - Zone 2,True,v2.3.1
2026-09-14 06:00:00,EXC001,OP1001,2241.7,5993.5,4339,5.4,Fastened,15.5,No,TASK-OP1001-0006,Loading,77.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 06:00:00,EXC002,OP1002,1356.7,7409.3,2875,3.3,Fastened,14.7,No,TASK-OP1002-0006,Loading,31.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 06:00:00,LDR001,OP1003,2306.8,18710.3,2748,1.9,Fastened,14.2,No,TASK-OP1003-0005,Digging,106.7,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 06:00:00,LDR001,OP1004,2323.8,19003.5,2780,4.0,Fastened,21.4,No,TASK-OP1004-0005,Transport,69.5,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 06:45:00,EXC001,OP1001,2242.8,6010.1,4342,10.2,Fastened,12.8,No,TASK-OP1001-0006,Loading,77.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 06:45:00,EXC002,OP1002,1357.9,7427.1,2879,5.8,Fastened,19.4,No,TASK-OP1002-0006,Loading,31.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 06:45:00,LDR001,OP1003,2308.0,18732.1,2749,7.5,Fastened,20.1,No,TASK-OP1003-0005,Digging,106.7,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 06:45:00,LDR001,OP1004,2325.0,19023.2,2784,3.6,Fastened,17.5,No,TASK-OP1004-0005,Transport,69.5,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 07:30:00,EXC001,OP1001,2243.9,6024.3,4344,8.5,Fastened,20.4,No,TASK-OP1001-0006,Loading,77.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 07:30:00,EXC002,OP1002,1358.8,7445.7,2880,6.8,Fastened,21.3,No,TASK-OP1002-0006,Loading,31.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 07:30:00,LDR001,OP1003,2309.0,18750.7,2750,7.5,Fastened,33.4,No,TASK-OP1003-0005,Digging,106.7,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 07:30:00,LDR001,OP1004,2326.1,19037.9,2786,7.5,Fastened,21.5,No,TASK-OP1004-0005,Transport,69.5,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 08:15:00,EXC001,OP1001,2244.8,6037.0,4347,3.0,Fastened,17.0,No,TASK-OP1001-0006,Loading,77.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 08:15:00,EXC002,OP1002,1359.9,7466.6,2884,6.0,Fastened,23.8,No,TASK-OP1002-0006,Loading,31.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 08:15:00,LDR001,OP1003,2309.9,18767.3,2751,7.7,Fastened,22.5,No,TASK-OP1003-0005,Digging,106.7,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 08:15:00,LDR001,OP1004,2326.9,19058.7,2788,2.4,Fastened,16.7,No,TASK-OP1004-0005,Transport,69.5,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 09:00:00,EXC001,OP1001,2245.8,6055.8,4350,8.6,Fastened,18.8,No,TASK-OP1001-0006,Loading,77.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 09:00:00,EXC002,OP1002,1360.8,7487.1,2888,5.2,Fastened,28.9,No,TASK-OP1002-0007,Transport,23.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 09:00:00,LDR001,OP1003,2310.8,18783.8,2754,8.9,Fastened,20.6,No,TASK-OP1003-0005,Digging,106.7,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 09:00:00,LDR001,OP1004,2327.9,19077.4,2791,4.6,Unfastened,15.4,Yes,TASK-OP1004-0005,Transport,69.5,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 09:45:00,EXC001,OP1001,2246.7,6073.6,4353,4.1,Unfastened,12.5,Yes,TASK-OP1001-0007,Digging,165.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 09:45:00,EXC002,OP1002,1361.8,7504.4,2891,7.9,Fastened,14.6,No,TASK-OP1002-0007,Transport,23.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 09:45:00,LDR001,OP1003,2312.0,18800.0,2755,5.1,Fastened,21.0,No,TASK-OP1003-0006,Transport,39.5,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 09:45:00,LDR001,OP1004,2329.0,19091.2,2793,11.3,Fastened,19.6,No,TASK-OP1004-0005,Transport,69.5,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 10:30:00,EXC001,OP1001,2247.7,6089.1,4356,9.3,Fastened,17.3,No,TASK-OP1001-0007,Digging,165.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 10:30:00,EXC002,OP1002,1363.0,7522.5,2895,2.8,Fastened,19.9,No,TASK-OP1002-0007,Transport,23.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 10:30:00,LDR001,OP1003,2313.1,18812.5,2758,3.7,Fastened,17.1,No,TASK-OP1003-0006,Transport,39.5,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 10:30:00,LDR001,OP1004,2330.2,19110.2,2796,2.2,Fastened,21.7,No,TASK-OP1004-0006,Grading,80.7,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 11:15:00,EXC001,OP1001,2248.9,6102.3,4358,8.5,Fastened,17.5,No,TASK-OP1001-0007,Digging,165.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 11:15:00,EXC002,OP1002,1364.0,7543.5,2899,5.3,Fastened,20.9,No,TASK-OP1002-0007,Transport,23.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 11:15:00,LDR001,OP1003,2313.9,18834.1,2759,4.5,Fastened,18.3,No,TASK-OP1003-0006,Transport,39.5,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 11:15:00,LDR001,OP1004,2331.2,19124.1,2798,12.4,Fastened,22.1,No,TASK-OP1004-0006,Grading,80.7,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 12:00:00,EXC001,OP1001,2250.0,6114.3,4360,5.7,Fastened,17.1,No,TASK-OP1001-0007,Digging,165.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 12:00:00,EXC002,OP1002,1365.1,7563.9,2902,7.4,Fastened,17.7,No,TASK-OP1002-0007,Transport,23.5,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 12:00:00,LDR001,OP1003,2315.1,18848.1,2760,12.9,Fastened,10.5,No,TASK-OP1003-0006,Transport,39.5,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 12:00:00,LDR001,OP1004,2332.2,19143.7,2802,1.4,Fastened,16.1,No,TASK-OP1004-0006,Grading,80.7,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 12:45:00,EXC001,OP1001,2250.8,6132.9,4363,8.7,Fastened,14.3,No,TASK-OP1001-0007,Digging,165.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 12:45:00,EXC002,OP1002,1366.0,7576.7,2905,3.5,Fastened,11.9,No,TASK-OP1002-0008,Transport,63.9,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 12:45:00,LDR001,OP1003,2316.0,18864.8,2761,8.1,Fastened,11.5,No,TASK-OP1003-0006,Transport,39.5,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 12:45:00,LDR001,OP1004,2333.0,19158.6,2806,9.8,Fastened,15.2,No,TASK-OP1004-0007,Transport,51.4,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 13:30:00,EXC001,OP1001,2251.9,6146.1,4366,13.4,Fastened,17.9,No,TASK-OP1001-0007,Digging,165.2,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 13:30:00,EXC002,OP1002,1366.9,7597.6,2906,4.7,Fastened,21.4,No,TASK-OP1002-0008,Transport,63.9,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 13:30:00,LDR001,OP1003,2316.9,18883.8,2764,4.6,Fastened,22.4,No,TASK-OP1003-0006,Transport,39.5,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 13:30:00,LDR001,OP1004,2333.9,19176.4,2810,7.3,Fastened,21.1,No,TASK-OP1004-0007,Transport,51.4,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 14:15:00,EXC001,OP1001,2253.0,6163.6,4368,4.2,Fastened,18.4,No,TASK-OP1001-0008,Transport,42.8,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 14:15:00,EXC002,OP1002,1367.8,7616.5,2908,6.6,Fastened,13.0,No,TASK-OP1002-0008,Transport,63.9,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 14:15:00,LDR001,OP1003,2317.8,18898.9,2765,6.2,Fastened,13.7,No,TASK-OP1003-0007,Digging,153.3,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 14:15:00,LDR001,OP1004,2334.8,19198.4,2813,3.2,Fastened,17.8,No,TASK-OP1004-0007,Transport,51.4,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 15:00:00,EXC001,OP1001,2254.2,6182.4,4370,4.9,Fastened,18.8,No,TASK-OP1001-0008,Transport,42.8,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 15:00:00,EXC002,OP1002,1368.8,7633.9,2912,6.5,Fastened,19.5,No,TASK-OP1002-0008,Transport,63.9,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 15:00:00,LDR001,OP1003,2318.8,18920.0,2769,3.9,Fastened,20.7,No,TASK-OP1003-0007,Digging,153.3,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 15:00:00,LDR001,OP1004,2335.8,19213.5,2815,0.0,Fastened,13.9,No,TASK-OP1004-0007,Transport,51.4,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 15:45:00,EXC001,OP1001,2255.1,6199.9,4371,11.3,Fastened,14.0,No,TASK-OP1001-0008,Transport,42.8,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 15:45:00,EXC002,OP1002,1369.9,7655.4,2913,3.3,Fastened,18.6,No,TASK-OP1002-0009,Transport,47.3,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 15:45:00,LDR001,OP1003,2319.9,18932.8,2771,3.8,Fastened,18.9,No,TASK-OP1003-0007,Digging,153.3,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 15:45:00,LDR001,OP1004,2336.7,19226.7,2817,5.2,Fastened,13.0,No,TASK-OP1004-0007,Transport,51.4,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 16:30:00,EXC001,OP1001,2256.0,6219.8,4374,10.7,Fastened,17.7,No,TASK-OP1001-0008,Transport,42.8,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 16:30:00,EXC002,OP1002,1371.0,7671.2,2914,6.2,Fastened,13.4,No,TASK-OP1002-0009,Transport,47.3,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 16:30:00,LDR001,OP1003,2321.0,18953.3,2772,6.1,Fastened,15.4,No,TASK-OP1003-0007,Digging,153.3,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 16:30:00,LDR001,OP1004,2337.8,19241.5,2820,10.9,Fastened,12.3,No,TASK-OP1004-0007,Transport,51.4,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 17:15:00,EXC001,OP1001,2257.0,6239.7,4376,10.2,Fastened,22.1,No,TASK-OP1001-0009,Transport,67.3,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 17:15:00,EXC002,OP1002,1371.9,7687.1,2918,7.1,Fastened,20.2,No,TASK-OP1002-0009,Transport,47.3,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 17:15:00,LDR001,OP1003,2322.0,18965.7,2776,12.4,Fastened,20.5,No,TASK-OP1003-0007,Digging,153.3,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 17:15:00,LDR001,OP1004,2338.7,19256.5,2822,4.7,Fastened,18.5,No,TASK-OP1004-0008,Loading,47.8,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-14 18:00:00,EXC001,OP1001,2257.9,6258.3,4379,7.0,Unfastened,14.2,Yes,TASK-OP1001-0009,Transport,67.3,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
2026-09-14 18:00:00,EXC002,OP1002,1373.0,7707.1,2920,9.2,Fastened,22.2,No,TASK-OP1002-0009,Transport,47.3,TAB-1002-A,North Pit - Zone 2,True,v2.3.1
2026-09-14 18:00:00,LDR001,OP1003,2322.8,18984.2,2777,0.0,Fastened,18.7,No,TASK-OP1003-0007,Digging,153.3,TAB-1003-A,South Quarry - Zone 1,True,v2.2.4
2026-09-14 18:00:00,LDR001,OP1004,2339.9,19274.0,2824,10.3,Fastened,12.3,No,TASK-OP1004-0008,Loading,47.8,TAB-1004-A,South Quarry - Zone 2,True,v2.2.4
2026-09-15 06:00:00,EXC001,OP1001,2258.8,6280.0,4382,14.0,Fastened,14.9,No,TASK-OP1001-0010,Transport,53.5,TAB-1001-A,North Pit - Zone 1,True,v2.3.1
